#nan	nan	
3.025	93.1738571429	0.0441490831
6.325	93.1738571429	0.0441490831
9.625	93.1738571429	0.0441490831
12.925	93.1738571429	0.0441490831
16.225	93.1738571429	0.0441490831
19.525	93.1738571429	0.0441490831
22.825	93.1738571429	0.0441490831
26.125	93.1738571429	0.0441490831
29.425	93.1738571429	0.0441490831
32.725	93.1738571429	0.0441490831
36.025	93.1738571429	0.0441490831
39.325	93.1738571429	0.0441490831
42.625	93.1738571429	0.0441490831
45.925	93.1738571429	0.0441490831
49.225	93.1738571429	0.0441490831
52.525	93.1738571429	0.0441490831
55.825	93.1738571429	0.044156337
59.125	93.1738571429	0.0441812946
62.425	93.1738571429	0.0442168915
65.725	93.1738571429	0.0442532496
69.025	93.1738571429	0.0442906762
72.325	93.1738571429	0.0443277983
75.625	93.1738571429	0.0443636649
78.925	93.1738571429	0.0443994415
82.225	93.1738571429	0.0444355007
85.525	93.1738571429	0.0444715421
88.825	93.1738571429	0.0445073759
92.125	93.1738571429	0.0445428296
95.425	93.9201904762	0.0445780064
98.725	93.868952381	0.0446127124
102.025	93.4472142857	0.0446475748
105.325	93.3116785714	0.0446827474
108.625	94.0855595238	0.0447179125
111.925	94.294547619	0.0447530587
115.225	92.7810595238	0.044787858
118.525	92.749452381	0.0448212775
121.825	92.3010833333	0.0448545846
125.125	91.6221428571	0.0448892142
128.425	92.4806785714	0.0449246086
131.725	93.3826666667	0.0449594082
135.025	94.1598095238	0.0449933015
138.325	93.5205595238	0.0450273656
141.625	92.7101666667	0.0450609286
144.925	93.1782261905	0.0450939758
148.225	92.9508333333	0.0451268657
151.525	93.304797619	0.0451594192
154.825	93.4744166667	0.0451919416
158.125	93.078702381	0.0452253221
161.425	93.1575952381	0.0452586785
164.725	92.9995952381	0.04529066
168.025	93.0485357143	0.0453215797
171.325	93.2213928571	0.0453528968
174.625	93.3991071429	0.0453845721
177.925	94.0892261905	0.0454169986
181.225	93.5041666667	0.0454502493
184.525	93.0408452381	0.0454830087
187.825	92.3038809524	0.04551548
191.125	91.4225	0.0455468449
194.425	92.269297619	0.0455769648
197.725	93.1318809524	0.0456069128
201.025	94.1733928571	0.0456370202
204.325	94.1224761905	0.0456676027
207.625	92.9102619048	0.0456990992
210.925	92.7725595238	0.0457309512
214.225	93.1942380952	0.0457624122
217.525	93.2189642857	0.0457942405
220.825	92.7581547619	0.045826742
224.125	93.0396428571	0.0458587986
227.425	93.3046071429	0.0458911397
230.725	92.7166071429	0.045924476
234.025	92.8108333333	0.0459583504
237.325	93.110797619	0.0459922755
240.625	93.02525	0.046026657
243.925	93.0800357143	0.0460616852
247.225	93.3547142857	0.0460959729
250.525	92.4202857143	0.0461299396
253.825	91.5934642857	0.046164754
257.125	91.9961428571	0.0461997809
260.425	93.3503214286	0.0462341086
263.725	93.6727738095	0.046267945
267.025	92.4836785714	0.0463028733
270.325	92.4238214286	0.0463377962
273.625	92.527202381	0.0463713355
276.925	91.5774285714	0.0464048456
280.225	91.6515	0.0464383006
283.525	91.5356666667	0.0464716296
286.825	91.3969285714	0.0465049772
290.125	92.1754880952	0.04653871
293.425	92.043202381	0.0465726529
296.725	91.4714047619	0.046606892
300.025	90.0817857143	0.0466407665
303.325	90.2128214286	0.0466740294
306.625	90.7078571429	0.0467062635
309.925	91.0554761905	0.0467362314
313.225	92.1495595238	0.0467649032
316.525	92.4267142857	0.0467921781
319.825	92.1193095238	0.0468186618
323.125	91.0778214286	0.0468444439
