#depth	age	sigma_age	air_age	sigma_air_age	accu	sigma_accu	thinning	sigma_thinning	LID	sigma_LID	Ddepth	sigma_Ddepth	accu_model	sigma_accu_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
9.328000000000000682e+02	5.741378842192089360e+04	nan	5.421911299368275650e+04	nan	1.811194712503556847e-02	nan	7.029687321482426254e-01	nan	7.701839013728105954e+01	nan	3.822594832688912447e+01	nan	1.761999999999520894e-02	8.256508997727349253e-02	7.050710000000000033e-01	2.483971030102918864e-02	7.843350595239998313e+01	8.601621661418439035e-02	1.273213250722226089e-02	nan	1.770875467106933568e-02	nan
9.333500000000000227e+02	5.745698621299697697e+04	nan	5.427558223833459488e+04	nan	1.818390151203207877e-02	nan	7.027634875223256472e-01	nan	7.688239288362041179e+01	nan	3.814820273792111038e+01	nan	1.769000000000214845e-02	8.256508997727349253e-02	7.048590000000000133e-01	2.483971030102918864e-02	7.829500992066665788e+01	8.601621661418439035e-02	1.277898204335815510e-02	nan	1.732517092464327946e-02	nan
9.339000000000000909e+02	5.750002563492698391e+04	nan	5.433330172660686367e+04	nan	1.922210052429948468e-02	nan	7.026808746617173584e-01	nan	7.671207873892460327e+01	nan	3.805327409305800757e+01	nan	1.869999999999446064e-02	8.256508997727349253e-02	7.047700000000000076e-01	2.483971030102918864e-02	7.812156646829163265e+01	8.601621661418439035e-02	1.350700240925021764e-02	nan	1.761257830498152294e-02	nan
9.344500000000000455e+02	5.754074525452395028e+04	nan	5.439007933081017109e+04	nan	1.777273358638083167e-02	nan	7.024766208886318308e-01	nan	7.650744770319370502e+01	nan	3.794130056212213731e+01	nan	1.729000000000442336e-02	8.256508997727349253e-02	7.045590000000000463e-01	2.483971030102918864e-02	7.791317559527497849e+01	8.601621661418439035e-02	1.248492983371470195e-02	nan	1.879645033982780405e-02	nan
9.350000000000001137e+02	5.758479836554062786e+04	nan	5.444328086524463288e+04	nan	1.875953660794505221e-02	nan	7.022713664496809116e-01	nan	7.630281666746276414e+01	nan	3.782936841939533679e+01	nan	1.825000000000015499e-02	8.256508997727349253e-02	7.043469999999999454e-01	2.483971030102918864e-02	7.770478472225828170e+01	8.601621661418439035e-02	1.317428540762438302e-02	nan	1.854771432518674198e-02	nan
9.355500000000000682e+02	5.762654636043997016e+04	nan	5.449719586428265757e+04	nan	1.941740528898984464e-02	nan	7.021608292512598881e-01	nan	7.609818563173186590e+01	nan	3.771747780762314051e+01	nan	1.888999999999923379e-02	8.256508997727349253e-02	7.042300000000000226e-01	2.483971030102918864e-02	7.749639384924162755e+01	8.601621661418439035e-02	1.363414139962490848e-02	nan	1.880088193864534046e-02	nan
9.361000000000000227e+02	5.766688626772705902e+04	nan	5.455038485846194089e+04	nan	1.941740528899246754e-02	nan	7.019565654477109007e-01	nan	7.589355459600095344e+01	nan	3.760569075195542155e+01	nan	1.889000000000178731e-02	8.256508997727349253e-02	7.040189999999999504e-01	2.483971030102918864e-02	7.728800297622497339e+01	8.601621661418439035e-02	1.363017512656736901e-02	nan	1.946372181737114973e-02	nan
9.366500000000000909e+02	5.770723791360782343e+04	nan	5.460176249370472942e+04	nan	1.921182132616417598e-02	nan	7.018759358486241773e-01	nan	7.568892356027001256e+01	nan	3.749396255442377424e+01	nan	1.869000000000032788e-02	8.256508997727349253e-02	7.039320000000000022e-01	2.483971030102918864e-02	7.707961210320827661e+01	8.601621661418439035e-02	1.348431507265803776e-02	nan	2.069647105080203026e-02	nan
9.372000000000000455e+02	5.774802604389374028e+04	nan	5.465007990963256452e+04	nan	1.964354764810198606e-02	nan	7.016716658965265196e-01	nan	7.562802464392743218e+01	nan	3.745416835575940695e+01	nan	1.911000000000183038e-02	8.256508997727349253e-02	7.037210000000000409e-01	2.483971030102918864e-02	7.701759424605835136e+01	8.601621661418439035e-02	1.378332080236151572e-02	nan	2.346175599277166082e-02	nan
9.377500000000001137e+02	5.778792934498398245e+04	nan	5.469270246526344272e+04	nan	1.983885241278312422e-02	nan	7.015800642413516641e-01	nan	7.571085784697302756e+01	nan	3.748618211772975428e+01	nan	1.929999999999763155e-02	8.256508997727349253e-02	7.036229999999999984e-01	2.483971030102918864e-02	7.710194940477502712e+01	8.601621661418439035e-02	1.391854335023507902e-02	nan	2.378243007955685093e-02	nan
9.383000000000000682e+02	5.782744497432537173e+04	nan	5.473475031305085577e+04	nan	1.887260778749983228e-02	nan	7.013757880449859039e-01	nan	7.579369105001859452e+01	nan	3.751824380213190580e+01	nan	1.836000000000019908e-02	8.256508997727349253e-02	7.034120000000000372e-01	2.483971030102918864e-02	7.718630456349167446e+01	8.601621661418439035e-02	1.323679015942163216e-02	nan	2.340866405620876944e-02	nan
9.388500000000000227e+02	5.786899583321002865e+04	nan	5.477746953861617658e+04	nan	1.834836868229656331e-02	nan	7.011715082355570727e-01	nan	7.587652425306417570e+01	nan	3.755027798561036434e+01	nan	1.785000000000511525e-02	8.256508997727349253e-02	7.032009999999999650e-01	2.483971030102918864e-02	7.727065972220833601e+01	8.601621661418439035e-02	1.286535334262794289e-02	nan	2.322733474886290797e-02	nan
9.394000000000000909e+02	5.791174631081857660e+04	nan	5.482052226122994762e+04	nan	1.864646542839026866e-02	nan	7.010729198098601955e-01	nan	7.595935745610977108e+01	nan	3.758226566540145086e+01	nan	1.814000000000011090e-02	8.256508997727349253e-02	7.030960000000000543e-01	2.483971030102918864e-02	7.735501488092501177e+01	8.601621661418439035e-02	1.307253196201518114e-02	nan	2.353094530758630815e-02	nan
9.399500000000000455e+02	5.795381926207224751e+04	nan	5.486301949144864193e+04	nan	1.959215165739889783e-02	nan	7.008686336951044371e-01	nan	7.604219065915536646e+01	nan	3.761430453920911532e+01	nan	1.906000000000534350e-02	8.256508997727349253e-02	7.028849999999999820e-01	2.483971030102918864e-02	7.743937003964167332e+01	8.601621661418439035e-02	1.373152456326844073e-02	nan	2.372896959000880823e-02	nan
9.405000000000001137e+02	5.799387308111221500e+04	nan	5.490516207147963723e+04	nan	2.072286345293747681e-02	nan	7.007491008661360654e-01	nan	7.614129240849888447e+01	nan	3.765442400970994186e+01	nan	2.015999999999679854e-02	8.256508997727349253e-02	7.027590000000000225e-01	2.483971030102918864e-02	7.754029265868335585e+01	8.601621661418439035e-02	1.452152793201764817e-02	nan	2.328662125675445838e-02	nan
9.410500000000000682e+02	5.803174788344532863e+04	nan	5.494810518413536192e+04	nan	1.961271005367356407e-02	nan	7.005448082634418983e-01	nan	7.625666270414031089e+01	nan	3.770268812579206497e+01	nan	1.907999999999754684e-02	8.256508997727349253e-02	7.025479999999999503e-01	2.483971030102918864e-02	7.765778273805001675e+01	8.601621661418439035e-02	1.373958220407722579e-02	nan	2.298459600660049396e-02	nan
9.416000000000000227e+02	5.807177821273996960e+04	nan	5.499161258360032662e+04	nan	1.921182132616684746e-02	nan	7.004272647381903916e-01	nan	7.637203299978172311e+01	nan	3.775091961138059560e+01	nan	1.869000000000292649e-02	8.256508997727349253e-02	7.024240000000000483e-01	2.483971030102918864e-02	7.777527281741667764e+01	8.601621661418439035e-02	1.345648346212587922e-02	nan	2.354529130505681259e-02	nan
9.421500000000000909e+02	5.811265070379961981e+04	nan	5.503408392052471754e+04	nan	1.938656769456400045e-02	nan	7.002229656647704914e-01	nan	7.648740329542316374e+01	nan	3.779918801671476558e+01	nan	1.885999999999745866e-02	8.256508997727349253e-02	7.022129999999999761e-01	2.483971030102918864e-02	7.789276289678335274e+01	8.601621661418439035e-02	1.357491992514843655e-02	nan	2.387433552679432344e-02	nan
9.427000000000000455e+02	5.815316659656603588e+04	nan	5.507596990302159975e+04	nan	1.934545090200549475e-02	nan	7.001133945784318025e-01	nan	7.660277359106459016e+01	nan	3.784742093630825366e+01	nan	1.882000000000412510e-02	8.256508997727349253e-02	7.020969999999999711e-01	2.483971030102918864e-02	7.801025297615001364e+01	8.601621661418439035e-02	1.354400930065345274e-02	nan	2.366821009541936888e-02	nan
9.432500000000001137e+02	5.819377495615816588e+04	nan	5.511822066875202290e+04	nan	1.887260778749983228e-02	nan	6.999090891036314765e-01	nan	7.671814388670603080e+01	nan	3.789568738640787160e+01	nan	1.836000000000019908e-02	8.256508997727349253e-02	7.018860000000000099e-01	2.483971030102918864e-02	7.812774305551670295e+01	8.601621661418439035e-02	1.320910972555910945e-02	nan	2.033051325751888266e-02	nan
9.438000000000000682e+02	5.823541288720932062e+04	nan	5.516740781849750056e+04	nan	1.855395264511274650e-02	nan	6.997047800153691766e-01	nan	7.670161913517289065e+01	nan	3.787823330381161213e+01	nan	1.804999999999479243e-02	8.256508997727349253e-02	7.016750000000000487e-01	2.483971030102918864e-02	7.811091468250830872e+01	8.601621661418439035e-02	1.298228935396419058e-02	nan	1.762296289714326489e-02	nan
9.443500000000000227e+02	5.827777829634511727e+04	nan	5.522415196565575752e+04	nan	1.817362231389013302e-02	nan	6.995762545749762973e-01	nan	7.655319933646534025e+01	nan	3.779511474601940790e+01	nan	1.768000000000155905e-02	8.256508997727349253e-02	7.015400000000000524e-01	2.483971030102918864e-02	7.795976785712500146e+01	8.601621661418439035e-02	1.271383463041147327e-02	nan	1.688980807646433061e-02	nan
9.449000000000000909e+02	5.832103825811026763e+04	nan	5.528335926957968331e+04	nan	1.855395264511274650e-02	nan	6.993719389199971603e-01	nan	7.640477953775774722e+01	nan	3.771209660536476349e+01	nan	1.804999999999479243e-02	8.256508997727349253e-02	7.013289999999999802e-01	2.483971030102918864e-02	7.780862103174165156e+01	8.601621661418439035e-02	1.297611383604231096e-02	nan	1.717343322846476283e-02	nan
9.454500000000000455e+02	5.836342382954940695e+04	nan	5.534158874453070894e+04	nan	1.851283585255440733e-02	nan	6.992603609426538691e-01	nan	7.625635973905018261e+01	nan	3.762910801678503958e+01	nan	1.801000000000162193e-02	8.256508997727349253e-02	7.012110000000000287e-01	2.483971030102918864e-02	7.765747420635833009e+01	8.601621661418439035e-02	1.294529228032929857e-02	nan	1.767280194156168813e-02	nan
