#	Prior	for	TALDICE	from	AICC2012.
0	0.08743	0.03			
1	0.08743	0.03			
2	0.08743	0.03			
3	0.08743	0.03			
4	0.08743	0.03			
5	0.08743	0.03			
6	0.08743	0.03			
7	0.08743	0.03			
8	0.08743	0.03			
9	0.08743	0.03			
10	0.08743	0.03			
11	0.08743	0.03			
12	0.08743	0.03			
13	0.08743	0.03			
14	0.08743	0.03			
15	0.08743	0.03			
16	0.08739	0.03			
17	0.07904	0.03			
18	0.07904	0.03			
19	0.07904	0.03			
20	0.07904	0.03			
21	0.07904	0.03			
22	0.07904	0.03			
23	0.07904	0.03			
24	0.07904	0.03			
25	0.07904	0.03			
26	0.07904	0.03			
27	0.07904	0.03			
28	0.07908	0.03			
29	0.08069	0.03			
30	0.08069	0.03			
31	0.08069	0.03			
32	0.08069	0.03			
33	0.08069	0.03			
34	0.08069	0.03			
35	0.08069	0.03			
36	0.08069	0.03			
37	0.08069	0.03			
38	0.08069	0.03			
39	0.08063	0.03			
40	0.07925	0.03			
41	0.07925	0.03			
42	0.07925	0.03			
43	0.07925	0.03			
44	0.07925	0.03			
45	0.07925	0.03			
46	0.07925	0.03			
47	0.07925	0.03			
48	0.07925	0.03			
49	0.07905	0.03			
50	0.07617	0.03			
51	0.07617	0.03			
52	0.07617	0.03			
53	0.07617	0.03			
54	0.07617	0.03			
55	0.07617	0.03			
56	0.07617	0.03			
57	0.07617	0.03			
58	0.0759	0.03			
59	0.07273	0.03			
60	0.07273	0.03			
61	0.07273	0.03			
62	0.07273	0.03			
63	0.07273	0.03			
64	0.07273	0.03			
65	0.07273	0.03			
66	0.07299	0.03			
67	0.07677	0.03			
68	0.07677	0.03			
69	0.07677	0.03			
70	0.07677	0.03			
71	0.07677	0.03			
72	0.07677	0.03			
73	0.07677	0.03			
74	0.07685	0.03			
75	0.07871	0.03			
76	0.07871	0.03			
77	0.07871	0.03			
78	0.07871	0.03			
79	0.07871	0.03			
80	0.07871	0.03			
81	0.07871	0.03			
82	0.07867	0.03			
83	0.07737	0.03			
84	0.07737	0.03			
85	0.07737	0.03			
86	0.07737	0.03			
87	0.07737	0.03			
88	0.07737	0.03			
89	0.07737	0.03			
90	0.07744	0.03			
91	0.07832	0.03			
92	0.07832	0.03			
93	0.07832	0.03			
94	0.07832	0.03			
95	0.07832	0.03			
96	0.07832	0.03			
97	0.07832	0.03			
98	0.07883	0.03			
99	0.08298	0.03			
100	0.08298	0.03			
101	0.08298	0.03			
102	0.08298	0.03			
103	0.08298	0.03			
104	0.08298	0.03			
105	0.08297	0.03			
106	0.07851	0.03			
107	0.07851	0.03			
108	0.07851	0.03			
109	0.07851	0.03			
110	0.07851	0.03			
111	0.07851	0.03			
112	0.07851	0.03			
113	0.07842	0.03			
114	0.07749	0.03			
115	0.07749	0.03			
116	0.07749	0.03			
117	0.07749	0.03			
118	0.07749	0.03			
119	0.07749	0.03			
120	0.07757	0.03			
121	0.07862	0.03			
122	0.07862	0.03			
123	0.07862	0.03			
124	0.07862	0.03			
125	0.07862	0.03			
126	0.07862	0.03			
127	0.07873	0.03			
128	0.08129	0.03			
129	0.08129	0.03			
130	0.08129	0.03			
131	0.08129	0.03			
132	0.08129	0.03			
133	0.08129	0.03			
134	0.08129	0.03			
135	0.08066	0.03			
136	0.07582	0.03			
137	0.07582	0.03			
138	0.07582	0.03			
139	0.07582	0.03			
140	0.07582	0.03			
141	0.07584	0.03			
142	0.08367	0.03			
143	0.08367	0.03			
144	0.08367	0.03			
145	0.08367	0.03			
146	0.08367	0.03			
147	0.08367	0.03			
148	0.08367	0.03			
149	0.08324	0.03			
150	0.07741	0.03			
151	0.07741	0.03			
152	0.07741	0.03			
153	0.07741	0.03			
154	0.07741	0.03			
155	0.07741	0.03			
156	0.07746	0.03			
157	0.07811	0.03			
158	0.07811	0.03			
159	0.07811	0.03			
160	0.07811	0.03			
161	0.07811	0.03			
162	0.07811	0.03			
163	0.07843	0.03			
164	0.08188	0.03			
165	0.08188	0.03			
166	0.08188	0.03			
167	0.08188	0.03			
168	0.08188	0.03			
169	0.08188	0.03			
170	0.08191	0.03			
171	0.08254	0.03			
172	0.08254	0.03			
173	0.08254	0.03			
174	0.08254	0.03			
175	0.08254	0.03			
176	0.08254	0.03			
177	0.08256	0.03			
178	0.0835	0.03			
179	0.0835	0.03			
180	0.0835	0.03			
181	0.0835	0.03			
182	0.0835	0.03			
183	0.0835	0.03			
184	0.0835	0.03			
185	0.08261	0.03			
186	0.07606	0.03			
187	0.07606	0.03			
188	0.07606	0.03			
189	0.07606	0.03			
190	0.07606	0.03			
191	0.07629	0.03			
192	0.08121	0.03			
193	0.08121	0.03			
194	0.08121	0.03			
195	0.08121	0.03			
196	0.08121	0.03			
197	0.08121	0.03			
198	0.08124	0.03			
199	0.08187	0.03			
200	0.08187	0.03			
201	0.08187	0.03			
202	0.08187	0.03			
203	0.08187	0.03			
204	0.08187	0.03			
205	0.08203	0.03			
206	0.08561	0.03			
207	0.08561	0.03			
208	0.08561	0.03			
209	0.08561	0.03			
210	0.08561	0.03			
211	0.08561	0.03			
212	0.0856	0.03			
213	0.08208	0.03			
214	0.08208	0.03			
215	0.08208	0.03			
216	0.08208	0.03			
217	0.08208	0.03			
218	0.08208	0.03			
219	0.08213	0.03			
220	0.08477	0.03			
221	0.08477	0.03			
222	0.08477	0.03			
223	0.08477	0.03			
224	0.08477	0.03			
225	0.08477	0.03			
226	0.08477	0.03			
227	0.08424	0.03			
228	0.08066	0.03			
229	0.08066	0.03			
230	0.08066	0.03			
231	0.08066	0.03			
232	0.08066	0.03			
233	0.08063	0.03			
234	0.08007	0.03			
235	0.08007	0.03			
236	0.08007	0.03			
237	0.08007	0.03			
238	0.08007	0.03			
239	0.08007	0.03			
240	0.07998	0.03			
241	0.07911	0.03			
242	0.07911	0.03			
243	0.07911	0.03			
244	0.07911	0.03			
245	0.07911	0.03			
246	0.07918	0.03			
247	0.08229	0.03			
248	0.08229	0.03			
249	0.08229	0.03			
250	0.08229	0.03			
251	0.08229	0.03			
252	0.08229	0.03			
253	0.08205	0.03			
254	0.0785	0.03			
255	0.0785	0.03			
256	0.0785	0.03			
257	0.0785	0.03			
258	0.0785	0.03			
259	0.07852	0.03			
260	0.08372	0.03			
261	0.08372	0.03			
262	0.08372	0.03			
263	0.08372	0.03			
264	0.08372	0.03			
265	0.08372	0.03			
266	0.08353	0.03			
267	0.07939	0.03			
268	0.07939	0.03			
269	0.07939	0.03			
270	0.07939	0.03			
271	0.07939	0.03			
272	0.07939	0.03			
273	0.07949	0.03			
274	0.08022	0.03			
275	0.08022	0.03			
276	0.08022	0.03			
277	0.08022	0.03			
278	0.08022	0.03			
279	0.08041	0.03			
280	0.08267	0.03			
281	0.08267	0.03			
282	0.08267	0.03			
283	0.08267	0.03			
284	0.08267	0.03			
285	0.08267	0.03			
286	0.08202	0.03			
287	0.07793	0.03			
288	0.07793	0.03			
289	0.07793	0.03			
290	0.07793	0.03			
291	0.07793	0.03			
292	0.07809	0.03			
293	0.07928	0.03			
294	0.07928	0.03			
295	0.07928	0.03			
296	0.07928	0.03			
297	0.07928	0.03			
298	0.07967	0.03			
299	0.08348	0.03			
300	0.08348	0.03			
301	0.08348	0.03			
302	0.08348	0.03			
303	0.08348	0.03			
304	0.08348	0.03			
305	0.08352	0.03			
306	0.08352	0.03			
307	0.08352	0.03			
308	0.08352	0.03			
309	0.08352	0.03			
310	0.08352	0.03			
311	0.08327	0.03			
312	0.08114	0.03			
313	0.08114	0.03			
314	0.08114	0.03			
315	0.08114	0.03			
316	0.08114	0.03			
317	0.08072	0.03			
318	0.07597	0.03			
319	0.07597	0.03			
320	0.07597	0.03			
321	0.07597	0.03			
322	0.07597	0.03			
323	0.07678	0.03			
324	0.08394	0.03			
325	0.08394	0.03			
326	0.08394	0.03			
327	0.08394	0.03			
328	0.08394	0.03			
329	0.08355	0.03			
330	0.07727	0.03			
331	0.07727	0.03			
332	0.07727	0.03			
333	0.07727	0.03			
334	0.07727	0.03			
335	0.07755	0.03			
336	0.08058	0.03			
337	0.08058	0.03			
338	0.08058	0.03			
339	0.08058	0.03			
340	0.08058	0.03			
341	0.08078	0.03			
342	0.0832	0.03			
343	0.0832	0.03			
344	0.0832	0.03			
345	0.0832	0.03			
346	0.0832	0.03			
347	0.08292	0.03			
348	0.07807	0.03			
349	0.07807	0.03			
350	0.07807	0.03			
351	0.07807	0.03			
352	0.07807	0.03			
353	0.07806	0.03			
354	0.07805	0.03			
355	0.07805	0.03			
356	0.07805	0.03			
357	0.07805	0.03			
358	0.07805	0.03			
359	0.07812	0.03			
360	0.07861	0.03			
361	0.07861	0.03			
362	0.07861	0.03			
363	0.07861	0.03			
364	0.07868	0.03			
365	0.08431	0.03			
366	0.08431	0.03			
367	0.08431	0.03			
368	0.08431	0.03			
369	0.08431	0.03			
370	0.08431	0.03			
371	0.08298	0.03			
372	0.07538	0.03			
373	0.07538	0.03			
374	0.07538	0.03			
375	0.07538	0.03			
376	0.07544	0.03			
377	0.07593	0.03			
378	0.07593	0.03			
379	0.07593	0.03			
380	0.07593	0.03			
381	0.07583	0.03			
382	0.06989	0.03			
383	0.06989	0.03			
384	0.06989	0.03			
385	0.06989	0.03			
386	0.07007	0.03			
387	0.07878	0.03			
388	0.07878	0.03			
389	0.07878	0.03			
390	0.07878	0.03			
391	0.07878	0.03			
392	0.07869	0.03			
393	0.07778	0.03			
394	0.07778	0.03			
395	0.07778	0.03			
396	0.07778	0.03			
397	0.07771	0.03			
398	0.07149	0.03			
399	0.07149	0.03			
400	0.07149	0.03			
401	0.07149	0.03			
402	0.07157	0.03			
403	0.07981	0.03			
404	0.07981	0.03			
405	0.07981	0.03			
406	0.07981	0.03			
407	0.07981	0.03			
408	0.07914	0.03			
409	0.07287	0.03			
410	0.07287	0.03			
411	0.07287	0.03			
412	0.07287	0.03			
413	0.07305	0.03			
414	0.07488	0.03			
415	0.07488	0.03			
416	0.07488	0.03			
417	0.07488	0.03			
418	0.07507	0.03			
419	0.07789	0.03			
420	0.07789	0.03			
421	0.07789	0.03			
422	0.07789	0.03			
423	0.07789	0.03			
424	0.0772	0.03			
425	0.07368	0.03			
426	0.07368	0.03			
427	0.07368	0.03			
428	0.07368	0.03			
429	0.07404	0.03			
430	0.07592	0.03			
431	0.07592	0.03			
432	0.07592	0.03			
433	0.07592	0.03			
434	0.07631	0.03			
435	0.07868	0.03			
436	0.07868	0.03			
437	0.07868	0.03			
438	0.07868	0.03			
439	0.07831	0.03			
440	0.07533	0.03			
441	0.07533	0.03			
442	0.07533	0.03			
443	0.07533	0.03			
444	0.07531	0.03			
445	0.07521	0.03			
446	0.07521	0.03			
447	0.07521	0.03			
448	0.07521	0.03			
449	0.07559	0.03			
450	0.07884	0.03			
451	0.07884	0.03			
452	0.07884	0.03			
453	0.07884	0.03			
454	0.07877	0.03			
455	0.07796	0.03			
456	0.07796	0.03			
457	0.07796	0.03			
458	0.07796	0.03			
459	0.07748	0.03			
460	0.07022	0.03			
461	0.07022	0.03			
462	0.07022	0.03			
463	0.07022	0.03			
464	0.07052	0.03			
465	0.07242	0.03			
466	0.07242	0.03			
467	0.07242	0.03			
468	0.07242	0.03			
469	0.07204	0.03			
470	0.07029	0.03			
471	0.07029	0.03			
472	0.07029	0.03			
473	0.07046	0.03			
474	0.07195	0.03			
475	0.07195	0.03			
476	0.07195	0.03			
477	0.07195	0.03			
478	0.0721	0.03			
479	0.07289	0.03			
480	0.07289	0.03			
481	0.07289	0.03			
482	0.07289	0.03			
483	0.07288	0.03			
484	0.07288	0.03			
485	0.07288	0.03			
486	0.07288	0.03			
487	0.073	0.03			
488	0.07374	0.03			
489	0.07374	0.03			
490	0.07374	0.03			
491	0.07369	0.03			
492	0.07204	0.03			
493	0.07204	0.03			
494	0.07204	0.03			
495	0.07204	0.03			
496	0.07196	0.03			
497	0.07148	0.03			
498	0.07148	0.03			
499	0.07148	0.03			
500	0.07127	0.03			
501	0.0685	0.03			
502	0.0685	0.03			
503	0.0685	0.03			
504	0.06855	0.03			
505	0.06992	0.03			
506	0.06992	0.03			
507	0.06992	0.03			
508	0.06992	0.03			
509	0.06986	0.03			
510	0.06957	0.03			
511	0.06957	0.03			
512	0.06957	0.03			
513	0.0699	0.03			
514	0.07167	0.03			
515	0.07167	0.03			
516	0.07167	0.03			
517	0.07105	0.03			
518	0.06653	0.03			
519	0.06653	0.03			
520	0.06653	0.03			
521	0.06717	0.03			
522	0.07144	0.03			
523	0.07144	0.03			
