2.5	-217.4
2.6	-254.85
2.7	-277.5125
2.8	-278.2375
2.9	-265.96875
3	-243.9875
3.1	-214.98125
3.2	-205.425
3.3	-221.8875
3.4	-248.6
3.5	-266.55
3.6	-281.8125
3.7	-290.34375
3.8	-297.4375
3.9	-270.16875
4	-235.85
4.1	-215.16875
4.2	-231.2125
4.3	-248.15625
4.4	-253.2
4.5	-268.65
4.6	-246.6125
4.7	-206.5375
4.8	-190.325
4.9	-199.15
5	-214.3875
5.1	-227.7375
5.2	-259.425
5.3	-297.05625
5.4	-294.625
5.5	-278.06875
5.6	-257.1125
5.7	-221.23125
5.8	-202.15
5.9	-199.10625
6	-216.5875
6.1	-231.6
6.2	-262.825
6.3	-283.0875
6.4	-270.8375
6.5	-256.8875
6.6	-238.375
6.7	-239.225
6.8	-260.1375
6.9	-294.2625
7	-288.5
7.1	-281.75
7.2	-271.9875
7.3	-249.1875
7.4	-242.125
7.5	-245.4875
7.6	-258.6375
7.7	-274.275
7.8	-274.4375
7.9	-237.425
8	-222.4
8.1	-208.9875
8.2	-204.125
8.3	-204.125
8.4	-210.875
8.5	-229.975
8.6	-265.625
8.7	-275.0625
8.8	-262.8625
8.9	-239.925
9	-214.4375
9.1	-187.675
9.2	-182.8
9.3	-196.7625
9.4	-221.7125
9.5	-257.7625
9.6	-275.4875
9.7	-281.4125
9.8	-271.54375
9.9	-240.6875
10	-214.4125
10.1	-204.625
10.2	-228.54375
10.3	-258.31875
10.4	-259.25625
10.5	-254.93125
10.6	-243.46875
10.7	-222.78125
10.8	-215.51875
10.9	-225.40625
11	-230.90625
11.1	-229.38125
11.2	-241.01875
11.3	-257.51875
11.4	-257.7375
11.5	-244.78125
11.6	-216.89375
11.7	-194.3125
11.8	-194.93125
11.9	-198.275
12	-208.6125
12.1	-233.725
12.2	-259.56875
12.3	-279.35
12.4	-272.625
12.5	-254.70625
12.6	-241.625
12.7	-237.3
12.8	-254.125
12.9	-266.88125
13	-251.25
13.1	-217.48125
13.2	-211.625
13.3	-234.29375
13.4	-268.475
13.5	-257.31875
