2.48	-217.37
2.56	-242.07
2.64	-271.46
2.72	-280.59
2.80	-279.66
2.88	-267.05
2.96	-252.32
3.04	-238.61
3.12	-212.08
3.20	-201.81
3.28	-220.54
3.36	-247.43
3.44	-253.18
3.52	-266.48
3.60	-283.13
3.68	-289.37
3.76	-306.77
3.84	-299.70
3.92	-270.57
4.00	-234.46
4.08	-209.23
4.16	-219.59
4.24	-243.72
4.32	-250.58
4.40	-249.95
4.48	-275.03
4.56	-263.62
4.64	-234.82
4.72	-202.74
4.80	-186.87
4.88	-198.48
4.96	-213.68
5.04	-216.87
5.12	-224.81
5.20	-257.80
5.28	-303.75
5.36	-305.29
5.44	-286.38
5.52	-278.13
5.60	-260.08
5.68	-218.19
5.76	-202.08
5.84	-198.95
5.92	-195.70
6.00	-218.08
6.08	-228.40
6.16	-245.93
6.24	-282.66
6.32	-288.44
6.40	-269.97
6.48	-258.32
6.56	-239.59
6.64	-230.98
6.72	-236.90
6.80	-257.13
6.88	-301.56
6.96	-295.67
7.04	-279.08
7.12	-282.04
7.21	-274.56
7.28	-246.31
7.36	-243.44
7.44	-238.75
7.52	-244.11
7.60	-258.16
7.68	-275.84
7.76	-291.38
7.84	-271.04
7.92	-232.51
8.00	-223.21
8.08	-207.46
8.16	-202.57
8.24	-204.80
8.32	-203.26
8.40	-209.52
8.48	-226.68
8.56	-261.26
8.64	-278.85
8.72	-277.73
8.80	-264.24
8.88	-239.96
8.96	-225.89
9.04	-204.51
9.12	-184.26
9.20	-180.42
9.28	-195.71
9.36	-208.46
9.44	-230.51
9.52	-261.00
9.60	-276.64
9.65	-280.69
9.70	-285.85
9.75	-284.43
9.80	-265.36
9.85	-246.36
9.90	-232.85
9.95	-220.95
10.00	-204.44
10.05	-196.61
10.10	-202.26
10.15	-217.18
10.20	-237.99
10.25	-258.51
10.30	-268.07
10.35	-264.16
10.40	-254.05
10.45	-255.42
10.50	-256.32
10.55	-251.90
10.60	-238.53
10.65	-224.18
10.70	-217.19
10.75	-213.51
10.80	-212.23
10.85	-220.82
10.90	-231.94
10.95	-236.10
11.00	-228.54
11.05	-225.85
11.10	-228.32
11.15	-235.12
11.20	-245.18
11.25	-259.78
11.30	-260.54
11.35	-259.68
11.40	-258.50
11.45	-249.91
11.50	-244.38
11.55	-228.45
11.60	-203.95
11.65	-191.88
11.70	-189.09
11.75	-193.53
11.80	-196.96
11.85	-197.35
11.90	-197.50
11.95	-202.29
12.00	-210.15
12.05	-227.52
12.10	-240.42
12.15	-252.45
12.20	-267.17
12.25	-280.85
12.30	-286.14
12.35	-281.19
12.40	-266.70
12.45	-257.84
12.50	-249.81
12.55	-243.93
12.60	-237.86
12.65	-234.30
12.70	-233.34
12.75	-246.35
12.80	-263.03
12.85	-271.53
12.90	-270.47
12.95	-263.19
13.00	-245.45
13.05	-219.88
13.10	-205.85
13.15	-202.38
13.20	-213.75
13.25	-228.52
13.30	-234.53
13.35	-283.29
13.40	-271.24
13.45	-257.26
13.50	-248.28
13.55	-240.51
13.60	-288.45
13.65	-290.79
13.70	-284.93
13.75	-267.28
13.80	-252.92
13.85	-238.87
13.90	-231.66
13.95	-220.82
14.00	-214.09
14.05	-211.61
14.10	-221.62
14.15	-237.98
14.20	-254.51
14.25	-265.15
14.30	-275.10
14.35	-273.69
14.45	-267.39
14.50	-263.74
14.55	-252.39
14.60	-235.63
14.65	-223.39
14.70	-217.35
14.80	-237.64
14.85	-256.53
14.90	-271.26
14.95	-274.40
15.00	-273.73
15.05	-269.26
15.10	-263.68
15.15	-254.07
15.20	-242.08
15.25	-222.21
15.30	-211.94
15.35	-210.28
15.40	-216.51
15.45	-235.28
15.50	-251.78
15.55	-259.26
15.60	-266.42
15.65	-264.78
15.70	-268.89
15.75	-276.33
15.80	-275.36
15.85	-264.88
15.90	-241.47
15.95	-226.80
16.00	-224.40
16.05	-233.82
16.10	-236.77
16.15	-238.08
16.20	-244.89
16.25	-251.64
16.30	-253.31
16.35	-241.82
16.40	-230.10
16.45	-224.08
16.50	-219.00
16.55	-216.18
16.60	-218.78
16.65	-228.90
16.70	-244.11
16.75	-260.15
16.80	-271.88
16.84	-281.83
16.88	-285.93
16.92	-289.84
16.96	-290.76
17.00	-280.43
17.04	-270.07
17.08	-257.54
17.12	-245.09
17.16	-234.79
17.20	-224.67
17.24	-214.08
17.28	-212.71
17.32	-213.39
17.36	-213.26
17.40	-222.15
17.44	-229.44
17.48	-244.18
17.52	-257.41
17.60	-284.48
17.64	-288.90
17.68	-287.20
17.72	-281.53
17.76	-279.13
17.80	-271.28
17.84	-263.20
17.88	-254.82
17.92	-249.35
17.96	-242.21
18.00	-231.55
18.04	-225.70
18.08	-229.94
18.12	-241.50
18.16	-248.64
18.20	-254.05
18.24	-257.87
18.28	-261.99
18.32	-267.32
18.36	-271.35
18.40	-272.94
18.44	-279.79
18.48	-281.63
18.52	-289.07
18.56	-292.36
18.60	-292.56
18.64	-285.26
18.68	-271.25
18.72	-252.55
18.76	-237.25
18.80	-228.13
18.84	-221.29
18.88	-221.53
18.92	-224.91
18.96	-228.47
19.00	-233.99
19.04	-236.66
19.08	-239.32
19.12	-247.87
19.16	-260.07
19.20	-263.65
19.24	-264.81
19.28	-265.35
19.32	-259.51
19.36	-251.32
19.40	-240.06
19.44	-227.32
19.48	-213.76
19.52	-207.80
19.56	-210.11
19.60	-219.83
19.64	-233.06
19.68	-245.96
19.72	-252.17
19.76	-256.33
19.80	-260.84
19.84	-264.92
19.88	-266.05
19.92	-265.03
19.96	-259.30
20.00	-256.12
20.04	-251.19
20.08	-251.19
20.12	-245.61
20.16	-234.05
20.20	-220.93
20.24	-205.75
20.28	-192.80
20.32	-183.04
20.36	-180.22
20.40	-182.56
20.44	-188.80
20.48	-196.02
20.52	-205.62
20.56	-216.22
20.60	-233.14
20.64	-252.20
20.68	-271.97
20.72	-288.54
20.76	-289.24
20.80	-275.33
20.84	-210.11
20.88	-200.37
20.92	-194.63
20.96	-193.32
21.00	-193.46
21.04	-196.02
21.08	-199.78
21.12	-202.65
21.16	-210.71
21.20	-222.15
21.24	-235.59
21.28	-251.10
21.32	-259.93
21.36	-266.47
21.40	-267.20
21.44	-269.28
21.48	-272.97
21.52	-271.32
21.56	-267.30
21.60	-260.82
21.64	-247.48
21.68	-235.53
21.72	-222.10
21.76	-215.72
21.80	-209.66
21.84	-207.90
21.88	-210.93
21.92	-218.06
21.96	-225.17
22.00	-243.39
22.04	-263.03
22.08	-278.72
22.12	-288.30
22.16	-289.02
22.20	-288.20
22.24	-288.71
22.28	-288.76
22.32	-284.35
22.36	-282.06
22.40	-279.12
22.44	-274.59
22.48	-265.28
22.52	-245.94
22.56	-236.43
22.60	-240.74
22.64	-229.66
22.68	-224.82
22.72	-231.01
22.76	-244.78
22.80	-253.99
22.84	-264.16
22.88	-272.90
22.92	-278.12
22.96	-286.38
23.00	-292.92
23.04	-292.06
23.08	-288.65
23.12	-277.30
23.16	-269.15
23.20	-258.55
23.24	-249.89
23.28	-243.19
23.32	-242.87
23.36	-253.31
23.40	-263.58
23.44	-275.14
23.48	-284.64
23.52	-285.07
23.56	-283.20
23.60	-277.46
23.64	-270.10
23.68	-260.45
23.72	-253.53
23.76	-242.34
23.80	-231.79
23.84	-227.06
23.88	-236.32
23.92	-248.59
23.96	-261.73
24.00	-267.39
24.05	-270.49
24.10	-266.18
24.15	-256.84
24.20	-242.87
24.25	-226.39
24.30	-209.67
24.35	-197.96
24.40	-186.85
24.45	-180.24
24.50	-179.88
24.55	-186.57
24.60	-198.83
24.65	-210.94
24.70	-228.61
24.75	-247.66
24.80	-258.67
24.85	-254.50
24.90	-244.28
24.95	-237.00
25.00	-235.72
25.05	-241.51
25.10	-249.56
25.15	-259.63
25.20	-263.73
25.25	-267.21
25.30	-270.21
25.35	-270.35
25.40	-267.38
25.45	-259.63
25.50	-247.18
25.55	-232.09
25.60	-220.39
25.65	-219.72
25.70	-227.99
25.75	-240.87
25.80	-257.87
25.85	-274.45
25.90	-289.25
25.95	-292.33
26.00	-280.60
26.05	-267.39
26.10	-261.73
26.15	-260.63
26.20	-261.53
26.25	-264.59
26.30	-269.24
26.35	-273.95
26.40	-277.22
26.45	-270.38
26.50	-253.09
26.55	-231.82
26.60	-211.96
26.65	-201.75
26.70	-200.09
26.75	-213.95
26.80	-238.76
26.85	-264.04
26.90	-278.04
26.95	-279.88
27.00	-275.15
27.05	-262.42
27.10	-247.21
27.15	-243.48
27.20	-247.20
27.25	-251.67
27.30	-251.70
27.35	-248.34
27.40	-241.86
27.45	-231.44
27.50	-221.42
27.55	-211.96
27.60	-211.28
27.65	-217.23
27.70	-234.66
27.75	-253.69
27.80	-266.55
27.85	-271.53
27.90	-266.47
27.95	-258.84
28.00	-246.73
28.05	-235.71
28.10	-239.73
28.15	-251.59
28.20	-262.61
28.25	-264.96
28.30	-263.13
28.35	-262.60
28.40	-263.78
28.45	-268.12
28.50	-268.73
28.55	-265.65
28.60	-258.49
28.65	-253.33
28.70	-241.57
28.75	-241.44
28.80	-233.58
28.85	-266.98
28.90	-270.92
28.95	-271.52
29.00	-274.02
29.05	-271.81
29.10	-263.39
29.15	-256.13
29.20	-258.72
29.25	-267.44
29.30	-273.29
29.35	-274.67
29.40	-271.17
29.45	-264.58
29.50	-258.45
29.55	-252.78
29.60	-247.02
29.65	-237.32
29.70	-230.52
29.75	-226.38
29.80	-232.43
29.85	-243.44
29.90	-256.52
29.95	-270.95
30.00	-281.36
30.05	-286.61
30.10	-283.36
30.15	-272.79
30.20	-255.82
30.25	-236.78
30.30	-226.44
30.35	-227.23
30.40	-236.34
30.45	-256.30
30.50	-271.92
30.55	-281.38
30.60	-285.65
30.65	-273.44
30.70	-253.30
30.75	-237.21
30.80	-227.13
30.85	-225.85
30.90	-235.68
30.95	-252.06
31.00	-267.42
31.05	-277.80
31.10	-278.98
31.15	-274.05
31.20	-268.45
31.24	-264.86
31.28	-268.44
31.32	-268.84
31.36	-267.50
31.40	-265.16
31.44	-264.45
31.48	-263.37
31.52	-257.74
31.56	-250.95
31.60	-246.27
31.64	-244.40
31.68	-255.48
31.72	-269.91
31.76	-281.23
31.80	-292.88
31.84	-298.55
31.88	-299.28
31.92	-290.62
31.96	-277.26
32.00	-259.11
32.04	-241.24
32.08	-232.68
32.12	-232.66
32.16	-239.51
32.20	-249.31
32.24	-258.72
32.28	-265.81
32.32	-269.10
32.36	-266.98
32.40	-258.90
32.44	-248.94
32.48	-240.56
32.52	-229.75
32.56	-215.67
32.60	-205.38
32.64	-198.74
32.68	-195.28
32.72	-198.46
32.76	-204.29
32.80	-213.54
32.84	-229.18
32.88	-244.79
32.92	-259.47
32.96	-268.47
33.00	-273.21
33.04	-274.25
33.08	-267.74
33.12	-261.47
33.16	-249.92
33.20	-233.41
33.24	-220.97
33.28	-219.61
33.32	-220.68
33.36	-231.39
33.40	-241.17
33.44	-252.84
33.48	-261.78
33.52	-263.97
33.56	-266.14
33.60	-267.19
33.64	-268.62
33.68	-264.68
33.72	-260.36
33.76	-256.82
33.80	-257.90
33.84	-260.66
33.88	-268.07
33.92	-270.94
33.96	-274.31
34.00	-274.43
34.04	-272.64
34.08	-271.38
34.12	-271.15
34.16	-272.52
34.20	-271.48
34.24	-267.00
34.28	-250.30
34.32	-229.79
34.36	-213.22
34.40	-206.81
34.44	-210.69
34.48	-220.79
34.52	-236.74
34.56	-252.42
34.60	-263.09
34.64	-268.01
34.68	-269.74
34.72	-266.89
34.76	-253.46
34.80	-255.35
34.84	-243.86
34.88	-238.40
34.92	-235.15
34.96	-236.95
35.00	-243.21
35.04	-253.02
35.08	-258.94
35.12	-263.06
35.16	-265.29
35.20	-263.93
35.24	-267.56
35.28	-271.15
35.32	-271.95
35.36	-270.47
35.40	-263.69
35.44	-251.53
35.48	-238.51
35.52	-228.21
35.56	-223.54
35.60	-224.80
35.64	-235.15
35.68	-249.95
35.72	-266.58
35.76	-276.07
35.80	-277.30
35.84	-267.21
35.88	-253.39
35.92	-242.01
35.96	-233.05
36.00	-232.83
36.04	-243.97
36.08	-256.57
36.12	-271.56
36.16	-276.29
36.20	-276.78
36.24	-266.26
36.28	-252.41
36.32	-234.97
36.36	-225.03
36.40	-221.81
36.44	-226.45
36.48	-237.83
36.52	-253.10
36.56	-267.08
36.60	-280.44
36.64	-289.96
36.68	-295.25
36.72	-291.37
36.76	-287.43
36.80	-278.17
36.84	-263.40
36.88	-253.90
36.92	-245.00
36.96	-236.76
37.00	-230.54
37.04	-224.66
37.08	-216.73
37.12	-215.36
37.16	-220.45
37.20	-227.09
37.24	-239.96
37.28	-254.62
37.32	-266.81
37.36	-273.23
37.40	-275.19
37.44	-271.80
37.48	-268.06
37.52	-264.32
37.56	-259.68
37.60	-250.96
37.64	-234.66
37.68	-225.33
37.72	-221.36
37.76	-226.21
37.80	-235.31
37.84	-244.83
37.88	-253.34
37.92	-259.39
37.96	-260.88
38.00	-263.15
38.04	-269.29
38.08	-274.46
38.12	-274.75
38.16	-268.30
38.20	-257.17
38.24	-250.10
38.28	-244.75
38.32	-241.43
38.36	-238.63
38.40	-245.18
38.44	-258.63
38.48	-266.93
38.52	-269.79
38.56	-264.14
38.60	-250.64
38.64	-233.60
38.68	-217.82
38.72	-208.43
38.76	-206.94
38.80	-213.08
38.84	-223.91
38.88	-237.49
38.92	-253.42
38.96	-266.50
39.00	-272.88
39.04	-274.93
39.08	-268.12
39.12	-261.13
39.16	-259.66
39.20	-259.22
39.24	-264.77
39.28	-267.15
39.32	-267.47
39.36	-267.92
39.40	-269.06
39.44	-274.33
39.48	-280.61
39.52	-283.43
39.56	-280.23
39.60	-272.47
39.64	-265.34
39.68	-262.82
39.72	-264.02
39.76	-269.38
39.80	-273.58
39.84	-276.54
39.88	-273.81
39.92	-269.57
39.96	-260.44
40.00	-248.05
40.04	-238.99
40.08	-238.57
40.12	-242.68
40.16	-251.58
40.20	-261.43
40.24	-267.78
40.28	-273.10
40.32	-272.60
40.36	-255.74
40.40	-259.74
40.44	-249.55
40.48	-241.74
40.52	-238.44
40.56	-240.57
40.61	-246.47
40.65	-256.46
40.69	-263.60
40.73	-263.56
40.77	-256.10
40.81	-240.97
40.85	-228.58
40.89	-224.41
40.93	-230.30
40.97	-242.38
41.01	-259.96
41.04	-271.68
41.08	-277.82
